workerid,proliferate.condition,condition,item,persona,question,response,scenario,slide_number_in_experiment,catch_trials,personae,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
3,condition1,,training2,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,6,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,,training3,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,7,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,car,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking to buy a car. They have three options in mind.,9,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,m,planeticket,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex are looking for a one-way plane ticket.,10,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,van,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,11,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nnm,cousinsThanksgiving,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex want to go visit their cousins for Thanksgiving.,12,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,outoftown,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are planning a trip out of town.,13,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,m,walkinthepark,ea,Which phone is Alex looking at in the picture?,f,Eva would like to take a walk at the park before it gets dark. She asks Alex for the time.,14,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,backpacking,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go on a 3 day backpacking trip.,15,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nm,trip,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex are planning a trip to visit a friend.,16,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,bars,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are visiting a new town. There are some bars nearby.,17,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,mm,hotelroom,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva need to book a hotel room for a night. They've considered different options.,18,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,business,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to book a hotel for a business trip.,19,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,mm,walk,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go for a walk. Eva is debating whether it'd be better to grab some food before.,20,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,snow,ea,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",21,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,m,backcountry,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex are planning a trip to visit a friend who lives in the backcountry.,22,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,grandpa,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,23,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nnm,reuniondistance,ea,Which phone is Alex looking at in the picture?,f,Eva has been invited to a friend reunion. She's considering driving there.,24,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,recipes,ea,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,25,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,mm,movies,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go to the movies. Eva's phone is dead and she doesn't want to lose track of time.,26,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,arearestaurants,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended some restaurants in the area.,27,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,m,beforedark,ea,Which phone is Alex looking at in the picture?,f,"Eva would like to get home before it's dark. Her phone is dead, so she asks Alex for the time.",28,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,tickets,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,29,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,mm,camping,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva are out of town. They are trying to figure out a good spot for a camping trip.,30,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,threerestaurants,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,31,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,mm,couch,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex would like to buy a new couch. She has a specific type in mind, so she asks Alex to look up the price.",32,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,beach,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,33,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,m,elena,ea,Which phone is Alex looking at in the picture?,f,"Elena, a friend of Alex and Eva, is in the US for a conference. Alex and Eva want to visit her.",34,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,bikeride,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,35,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nnm,weddingdistance,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex have been invited to a wedding. They're figuring out the logistics.,36,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,newapartment,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,37,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nnm,food,ea,Which phone is Alex looking at in the picture?,f,Alex and Eva need to order food for an event. The manager just sent their quote.,38,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,eating,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are browsing options for eating outside.,39,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nnm,reunioncost,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex have been invited to a friend reunion. They're considering driving there.,40,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,conference,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for hotels for a conference out of state.,41,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,m,friendsdinner,ea,Which phone is Alex looking at in the picture?,f,Alex and Eva are going to a friend's place for dinner. Eva needs to first run some errands before going.,42,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,lake,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,43,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,mm,picnic,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex are going to have a picnic, but Eva needs to stop at home first.",44,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,event,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,45,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nm,friendshouse,ea,Which phone is Alex looking at in the picture?,f,"Eva and Alex want to drop by a friend's house. Her phone is dead, so she asks for the time.",46,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,airbnb,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,47,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nm,weddingcost,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a wedding.,48,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,weekendhotel,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are considering some hotels for a weekend out of town.,49,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nm,auntThanksgiving,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to spend Thanksgiving with Alex's aunt.,50,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,cafes,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,51,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nm,friendvisit,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go visit a friend and need to figure out how far she lives from where they are.,52,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,apartments,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,53,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nm,apples,ea,Which phone is Alex looking at in the picture?,j,"Alex and Eva want to go apple picking, but they don't know much about what their area offers.",54,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,downstate,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,55,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nnm,sunny,ea,Which phone is Alex looking at in the picture?,j,"It's sunny outside, and Eva would like to go for a walk. She asks Alex for the time.",56,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
4,condition1,,training1,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,5,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,,training2,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,6,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,,training3,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,7,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_false,lake,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,9,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nm,trip,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex are planning a trip to visit a friend.,10,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_underinf,outoftown,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are planning a trip out of town.,11,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nm,picnic,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex are going to have a picnic, but Eva needs to stop at home first.",12,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_underinf,newapartment,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,13,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nnm,couch,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex would like to buy a new couch. She has a specific type in mind, so she asks Alex to look up the price.",14,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_true,snow,ea,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",15,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,mm,weddingcost,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a wedding.,16,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_false,grandpa,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,17,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,mm,walkinthepark,ea,Which phone is Alex looking at in the picture?,j,Eva would like to take a walk at the park before it gets dark. She asks Alex for the time.,18,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_true,beach,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,19,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nm,camping,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva are out of town. They are trying to figure out a good spot for a camping trip.,20,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_true,threerestaurants,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,21,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,mm,hotelroom,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva need to book a hotel room for a night. They've considered different options.,22,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_true,cafes,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,23,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nnm,friendvisit,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go visit a friend and need to figure out how far she lives from where they are.,24,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_underinf,car,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking to buy a car. They have three options in mind.,25,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nm,elena,ea,Which phone is Alex looking at in the picture?,j,"Elena, a friend of Alex and Eva, is in the US for a conference. Alex and Eva want to visit her.",26,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_true,backpacking,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go on a 3 day backpacking trip.,27,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nnm,food,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva need to order food for an event. The manager just sent their quote.,28,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_true,airbnb,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,29,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,m,walk,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex want to go for a walk. Eva is debating whether it'd be better to grab some food before.,30,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_underinf,event,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,31,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nnm,sunny,ea,Which phone is Alex looking at in the picture?,j,"It's sunny outside, and Eva would like to go for a walk. She asks Alex for the time.",32,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_true,recipes,ea,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,33,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nnm,apples,ea,Which phone is Alex looking at in the picture?,j,"Alex and Eva want to go apple picking, but they don't know much about what their area offers.",34,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_underinf,van,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,35,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nm,reunioncost,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a friend reunion. They're considering driving there.,36,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_underinf,conference,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for hotels for a conference out of state.,37,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,m,reuniondistance,ea,Which phone is Alex looking at in the picture?,f,Eva has been invited to a friend reunion. She's considering driving there.,38,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_false,downstate,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,39,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,m,backcountry,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex are planning a trip to visit a friend who lives in the backcountry.,40,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_false,eating,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are browsing options for eating outside.,41,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,m,friendshouse,ea,Which phone is Alex looking at in the picture?,f,"Eva and Alex want to drop by a friend's house. Her phone is dead, so she asks for the time.",42,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_true,bikeride,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,43,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,mm,cousinsThanksgiving,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go visit their cousins for Thanksgiving.,44,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_false,apartments,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,45,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,m,planeticket,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex are looking for a one-way plane ticket.,46,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_true,business,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to book a hotel for a business trip.,47,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nm,auntThanksgiving,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to spend Thanksgiving with Alex's aunt.,48,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_false,tickets,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,49,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,mm,movies,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go to the movies. Eva's phone is dead and she doesn't want to lose track of time.,50,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_underinf,arearestaurants,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler have been recommended some restaurants in the area.,51,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,mm,weddingdistance,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a wedding. They're figuring out the logistics.,52,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_true,weekendhotel,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are considering some hotels for a weekend out of town.,53,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,m,friendsdinner,ea,Which phone is Alex looking at in the picture?,f,Alex and Eva are going to a friend's place for dinner. Eva needs to first run some errands before going.,54,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,screen_underinf,bars,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are visiting a new town. There are some bars nearby.,55,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
4,condition1,nnm,beforedark,ea,Which phone is Alex looking at in the picture?,j,"Eva would like to get home before it's dark. Her phone is dead, so she asks Alex for the time.",56,[],ea,21,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,15.20785,
